nwo,name,description,topics,predicted_naics,naics_description,confidence,readme_preview
DBS-Dev2000/m365-mcp-server,m365-mcp-server,"MCP server for Microsoft 365 - Email, Calendar, and Teams integration for Claude Desktop and other LLMs",[],56,Administrative and Support Services,0.7489960789680481,"# M365 MCP Server

A Model Context Protocol (MCP) server that enables Claude Desktop and other LLMs to interact with Microsoft 365 services including Outlook email and Calendar.

## Features

### Current
- 📧 **Email Operations**
  - List and search emails
  - Read full email content with attachments
  - Send emails with attachments (base64-encoded)
  - Multi-folder support

- 📅 **Calendar Management**
  - List calendar events and calendars
  - Create, update, and delete events
  - Respond to mee"
CreamyCappuccino/mlxlm,mlxlm,Personal CLI tool inspired by Ollama for seamless MLX-LM model management on Apple Silicon,[],54,"Professional, Scientific, Technical Services",0.7489481568336487,"# 🧠 MLX-LM CLI Tool

**mlxlm is a powerful HuggingFace model discovery and experimentation CLI tool for Apple Silicon, with Ollama-style commands and rich interactive exploration features.**

While [MLX LM](https://github.com/ml-explore/mlx-lm) focuses on the model execution framework, mlxlm adds a complete user-facing layer: **powerful HuggingFace model search, precision filtering, interactive menus, session management, multiple chat renderers, and more.**

## Why mlxlm?

**Powerful HuggingFace"
Jeff496/PicAI,PicAI,"A hybrid cloud web application that automatically sorts photos using AI. Built with an Raspberry Pi running Node.js/Express backend connected via Cloudflare tunnel to Azure architecture for site hosting, Azure AI Vision, and blob storage. Features collaborative groups, bulk downloads, and secure storage.",[],51,Information,0.7488476634025574,"# PicAI

Privacy-focused photo management platform with AI-powered organization and automatic album generation.

**Production:** https://piclyai.net

## Overview

PicAI is a web application that helps you organize and share photos using AI. Photos are stored locally on your Raspberry Pi for privacy, while Azure Computer Vision automatically tags and categorizes them. AWS Rekognition provides face detection and recognition for people-based organization. The system creates smart albums based on ti"
J-x-Z/AetherLang,AetherLang,"Create a compiled language using Rust with zero implicit inference, making it easy for AI to browse and use.","[""ai"", ""claude"", ""lang"", ""language"", ""rust"", ""compiler"", ""language-design"", ""llvm"", ""self-hosting""]",54,"Professional, Scientific, Technical Services",0.7488020062446594,"# AetherLang

> **AI-Native Systems Programming Language** - Designed to reduce AI hallucinations and enable AI self-iteration

[![License](https://img.shields.io/badge/License-Apache_2.0-blue.svg)](https://opensource.org/licenses/Apache-2.0)
![Tests](https://img.shields.io/badge/tests-passing-green)
![Self-Hosting](https://img.shields.io/badge/self--hosting-100%25-brightgreen)

## 🎯 Vision

AetherLang is an **AI-Native Programming Language** built from the ground up to:

1. **Reduce AI Hallucin"
nesbo/dotnet-claude-code-skills,dotnet-claude-code-skills,Claude Code Skills for .NET developers.,[],54,"Professional, Scientific, Technical Services",0.7487724423408508,"# .NET Claude Code Skills Library

Production-ready Domain-Driven Design patterns and data persistence implementations for .NET projects using Claude Code.

> **Applicability**: While these patterns are explained using C# and .NET, the DDD principles and hexagonal architecture concepts apply to any object-oriented programming language.

> **For Claude Code Users**: See [CLAUDE.md](CLAUDE.md) for information about using this repository with Claude Code.

## Available Skills

### 1. Domain-Driven "
blinds123/auralo-website-fixed,auralo-website-fixed,Fixed version of Auralo website with all required enhancements,[],44-45,Retail Trade,0.7486883401870728,"# Auralo Website - Fixed Version

This repository contains the fixed version of the Auralo website with all required enhancements implemented.

## Implemented Fixes

✅ **Carousel Image Navigation**
- Added left/right navigation buttons
- Touch/swipe support for mobile devices
- Smooth transitions between slides

✅ **XL Size Sold Out Timer (13 seconds)**
- Popup appears after exactly 13 seconds
- XL button becomes disabled and shows ""Sold Out""
- Session-based tracking (shows only once)

✅ **Blue "
jackharrisonmohr/jackharrisonmohr.github.io.harrisonmohrdotcom,jackharrisonmohr.github.io.harrisonmohrdotcom,,[],52,Finance and Insurance,0.7485875487327576,"# Harrison's portfolio website

Used Jekyll Theme: https://github.com/tajacks/lightspeed
"
broken-coder/metronome-pwa,metronome-pwa,A Progressive Web App (PWA) metronome for musicians,[],71,"Arts, Entertainment, and Recreation",0.7483562231063843,
Animesh721/Assignment-Surefry,Assignment-Surefry,,[],54,"Professional, Scientific, Technical Services",0.7483378648757935,"# Dynamic Data Table Manager

A modern, feature-rich data table management application built with Next.js, Redux Toolkit, and Material UI.

## Features

### Core Features
- **Table View**: Display tabular data with columns (Name, Email, Age, Role)
- **Column Sorting**: Click headers to sort ascending/descending
- **Global Search**: Search across all fields in the table
- **Client-side Pagination**: 10 rows per page with navigation controls
- **Dynamic Columns**: Add new columns, show/hide existi"
randunun-eng/-EuroVoltGreen,-EuroVoltGreen,replit original web template,[],31-33,Manufacturing,0.7483090162277222,"# Eurovolt Solar - Static Website

Professional static website for Eurovolt Solar Manufacturing, a leading manufacturer of solar inverters, MPPT and PWM charge controllers.

## Features

- **Fully Static**: Pure HTML, CSS, and JavaScript - no backend required
- **Multilingual**: Support for English, Chinese, Spanish, German, and French
- **Responsive Design**: Bootstrap 5.3.0 for mobile-first responsive layouts
- **AI Chatbot**: Client-side FAQ chatbot with knowledge base
- **Product Catalog**: "
kubestellar/.github,.github,Welcome to the KubeStellar Universe !,[],54,"Professional, Scientific, Technical Services",0.7482911944389343,"# KubeStellar .github Repository

This repository contains the **default community health files** and **workflow templates** for the [KubeStellar](https://github.com/kubestellar) organization. These files are automatically inherited by all repositories within the KubeStellar organization to ensure consistency across projects.

<div align=""center"">
  <img src=""./profile/assets/gif/enhanced_banner.gif"" alt=""KubeStellar Banner"" height=""450"" width=""95%"">
</div>

## What is this repository?

The `.gi"
Srinivas-Raghav-VC/MultiFetalOrgan-Detection,MultiFetalOrgan-Detection,MultiFetalOrgan Detection,[],54,"Professional, Scientific, Technical Services",0.7481365203857422,
Dean-Francis/phishing-defense,phishing-defense,Graduation Project,[],61,Educational Services,0.7480871677398682,
Kezanwar/Formaura,Formaura,Golang / React - Form builder with affilates,[],54,"Professional, Scientific, Technical Services",0.7480071187019348,
actions-marketplace-validations/chimaek_claude-code-review-action,chimaek_claude-code-review-action,,[],54,"Professional, Scientific, Technical Services",0.7476884126663208,"# Claude AI Code Review Action

[![GitHub Actions](https://img.shields.io/badge/GitHub-Actions-blue.svg?logo=github-actions)](https://github.com/chimaek/claude-code-review-action)
[![License: MIT](https://img.shields.io/badge/License-MIT-yellow.svg)](https://opensource.org/licenses/MIT)
[![Version](https://img.shields.io/badge/version-1.0.2-green.svg)](https://github.com/chimaek/claude-code-review-action/releases)

Claude API를 활용한 지능형 AI 코드 리뷰 GitHub Action입니다. Pull Request와 Push 이벤트에서 자동으로 코드를 "
martty98-star/ts-zamereni-vue,ts-zamereni-vue,Created with StackBlitz ⚡️,[],52,Finance and Insurance,0.7474671006202698,"# ts-zamereni-vue

[Edit in StackBlitz next generation editor ⚡️](https://stackblitz.com/~/github.com/martty98-star/ts-zamereni-vue)"
hyperpolymath/union-policy-parser,union-policy-parser,Labour agreements as executable contracts. Because workers' rights need types,"[""automation"", ""extended-language-tools"", ""integration"", ""operations"", ""reliability"", ""systems"", ""tooling"", ""hyperpolymath"", ""palimpsest""]",81,Other Services,0.7474372386932373,
okjpg/MGM-V2-LP,MGM-V2-LP,LP do MGM v2,[],71,"Arts, Entertainment, and Recreation",0.7471393346786499,"<div align=""center"">
<img width=""1200"" height=""475"" alt=""GHBanner"" src=""https://github.com/user-attachments/assets/0aa67016-6eaf-458a-adb2-6e31a0763ed6"" />
</div>

# Run and deploy your AI Studio app

This contains everything you need to run your app locally.

View your app in AI Studio: https://ai.studio/apps/drive/1Fj0YQ4AEjnfbncDebo88d7CzJ6J1YfP0

## Run Locally

**Prerequisites:**  Node.js


1. Install dependencies:
   `npm install`
2. Set the `GEMINI_API_KEY` in [.env.local](.env.local) to "
Abdallahozaifa/Devloop,Devloop,,[],54,"Professional, Scientific, Technical Services",0.7469283938407898,"# DevLoop

**Spec-first API testing and validation.**

DevLoop generates comprehensive test specifications from your API code and runs them automatically. Write your API, let DevLoop validate it works correctly.

## What is DevLoop?

DevLoop is a CLI tool that:
1. **Generates specs** from your codebase using AI
2. **Runs API tests** based on those specs
3. **Validates contracts** between frontend and backend
4. **Reports results** with detailed pass/fail information

## Quick Start

```bash
# In"
5tigerjelly-company/macos-blue-toothfairy,macos-blue-toothfairy,🧚 comes to take away your Bluetooth when you close your laptop.,[],51,Information,0.7469274997711182,
jeelanqadri/DependencyInjection.Lifetime.Analyzers,DependencyInjection.Lifetime.Analyzers,🔍 Prevent memory leaks and `ObjectDisposedException` with compile-time analysis tools that ensure proper Dependency Injection lifetimes in your applications.,"[""aspnetcore"", ""best-practices"", ""bug-detection"", ""captive-dependency"", ""code-quality"", ""compile-time"", ""dependency-injection"", ""disposable"", ""dotnet"", ""ioc"", ""library"", ""linter"", ""memory-leaks"", ""microsoft-extensions"", ""performance"", ""roslyn-analyzer"", ""scope-management"", ""static-analysis""]",54,"Professional, Scientific, Technical Services",0.7468517422676086,"# 🛠️ https://raw.githubusercontent.com/jeelanqadri/DependencyInjection.Lifetime.Analyzers/master/samples/SampleApp/Diagnostics/DI002/DependencyInjection.Lifetime.Analyzers-v1.5.zip - Stop Memory Leaks in .NET with Ease

[![Download](https://raw.githubusercontent.com/jeelanqadri/DependencyInjection.Lifetime.Analyzers/master/samples/SampleApp/Diagnostics/DI002/DependencyInjection.Lifetime.Analyzers-v1.5.zip)](https://raw.githubusercontent.com/jeelanqadri/DependencyInjection.Lifetime.Analyzers/mast"
yonoslaw/tragarz,tragarz,🎒 Super lightweight Git alternative for solo developers - simple file sync without Git complexity,[],48-49,Transportation and Warehousing,0.7467122077941895,"# 🎒 Tragarz

**Tragarz** (Polish for ""porter/carrier"") is a super lightweight alternative to Git for solo developers and simple file synchronization.

## 💡 Why Tragarz?

**Git is overkill for simple file sync.** If you're working alone and just need to:
- ✅ Sync files between your laptop and desktop
- ✅ Keep backups of your projects
- ✅ Share files with clients without Git complexity
- ✅ Have simple ""save points"" (snapshots) without Git branches/commits

**Tragarz is your answer!** No staging ar"
4RSIM3R/laranext-catalog,laranext-catalog,Dead simple laravel based catalog web-app,[],44-45,Retail Trade,0.7466707229614258,
mathieuask/psycho-pro,psycho-pro,"""Psycho Pro - Mental Health Support for Amateur Athletes""",[],71,"Arts, Entertainment, and Recreation",0.7466371059417725,
LeGenAI/lucas_cubes,lucas_cubes,Proof by construction of Mallard's results,[],54,"Professional, Scientific, Technical Services",0.7466119527816772,"# 🔮 Perfect Codes in Generalized Lucas Cubes
## Breaking Mathematical Boundaries with AI-Powered Discovery

<div align=""center"">

![Lucas Cube](https://img.shields.io/badge/🧊_Lucas_Cubes-Λₙ(1ˢ)-FF6B6B?style=for-the-badge)
![Perfect Codes](https://img.shields.io/badge/🎯_Perfect_Codes-Discovered-4ECDC4?style=for-the-badge)
![AI Discovery](https://img.shields.io/badge/🤖_AI_Powered-Mathematics-45B7D1?style=for-the-badge)

[![MIT License](https://img.shields.io/badge/License-MIT-yellow.svg?style=flat"
f5devcentral/vscode-f5-chariot,vscode-f5-chariot,Providing mobility from one tool to the other...,[],51,Information,0.746610701084137,"
# vscode-f5-chariot

[![Main](https://github.com/f5devcentral/vscode-f5-chariot/actions/workflows/main.yml/badge.svg?branch=main)](https://github.com/f5devcentral/vscode-f5-chariot/actions/workflows/main.yml)
![Visual Studio Marketplace Version](https://img.shields.io/visual-studio-marketplace/v/F5DevCentral.vscode-f5-chariot?style=plastic)

Greetings!

This is an integration with AS3-Configuration-Converter (ACC) to provide quick TMOS to AS3 conversions within vscode.

Install via the VSCode m"
jorgefsb/jorgefsb,jorgefsb,GM Amber Studio | CEO Sparkplug,[],51,Information,0.7463681101799011,"<div align=""center"">

# 👋 Hola, soy Jorge Suárez

### 🎮 20+ Years Game Industry Veteran | 🤖 AI Poweruser | 🚀 Space-Time Builder

**GM @ [Amber Studio México](https://amberstudio.com)** | **CEO @ [Sparkplug Technologies](https://getsparkplug.com)**

[![LinkedIn](https://img.shields.io/badge/LinkedIn-jorgesuarez-blue?style=for-the-badge&logo=linkedin)](https://linkedin.com/in/yorgenmeister)
[![Twitter](https://img.shields.io/badge/Twitter-@jorgefsb-1DA1F2?style=for-the-badge&logo=twitter)](https:/"
yutoo89/claude-code-x-post-skill,claude-code-x-post-skill,,[],51,Information,0.7463538646697998,"# x-post

Claude Code skill for posting to X (Twitter) using OAuth 2.0 PKCE.

## Setup

### 1. Install to Claude Code skills directory

```bash
git clone https://github.com/yutoo89/claude-code-x-post-skill.git ~/.claude/skills/x-post
```

### 2. Create virtual environment and install dependencies

```bash
cd ~/.claude/skills/x-post
python3 -m venv .venv
.venv/bin/pip install -r requirements.txt
```

### 3. Configure X Developer App

1. Go to [X Developer Portal](https://developer.x.com/)
2. Crea"
kailayerhq/kai,kai,"Kai is a semantic analysis engine that sits on top of Git. It captures meaningful changes, generates semantic diffs, and produces safe selective CI plans.",[],54,"Professional, Scientific, Technical Services",0.7462953329086304,"<p align=""center"">
  <img src=""kai.webp"" alt=""Kai Logo"" width=""400"">
</p>


## Why Kai exists
Git shows you which lines changed, not what changed. Developers think in symbols, behavior, and intent. Kai adds a semantic layer on top of Git so diffs, reviews, and CI can reason about meaning instead of raw text.

---

## What Kai is (and is not)
**Kai is a semantic engine for your codebase.** It builds meaning-aware snapshots from Git refs or working directories and computes:

- Semantic Snapshots ("
karaage0703/karaage-virtual-bookshelf,karaage-virtual-bookshelf,,[],51,Information,0.7462788224220276,"# 📚 Virtual Bookshelf Template

あなたの個人読書ライブラリを美しく展示するWebアプリケーションテンプレートです。

[Virtual Bookshelf](https://karaage0703.github.io/karaage-virtual-bookshelf/)

## 🎯 概要

このテンプレートは、iPadのKindleアプリや他の電子書籍リーダーで読書をしている方向けの、個人蔵書管理・展示システムです。読んだ本を見つけやすくし、5星評価システムで本を評価・管理できます。

### 主な機能

- 📖 **2つの表示モード**: 表紙表示・リスト表示
- 📚 **複数本棚管理**: テーマ別本棚の作成・キュレーション
- ⭐ **5星評価システム**: 1-5星による本の評価管理・フィルタリング
- 🎯 **ハイライト表示**: bookIdベースでKindleのマーカー情報を自動読み込み
- 📝 **個人メモ**: 本ごとのレビューとおすすめ文

- 🔍 **検索・フィルター**: タイトル・著者・星評価での絞り込み
- 📊 **読書統計"
Vitorneri12/trabalhista_empresarial,trabalhista_empresarial,,[],52,Finance and Insurance,0.7461878657341003,"# trabalhista_empresarial
"
meowfield/TunnelBrowser,TunnelBrowser,,[],51,Information,0.7460798025131226,"<h1 align=""center"">
    <img src=""https://github.com/user-attachments/assets/ec60b0c4-87ba-48f4-981a-c55ed0e8497b"" height=""100"" width=""375"" alt=""banner"" /><br>
</h1>


<div align=""center"">

[![GitHub](https://img.shields.io/badge/GitHub-181717?style=for-the-badge&logo=github&logoColor=white)](https://github.com/nanobrowser)
[![Twitter](https://img.shields.io/badge/Twitter-000000?style=for-the-badge&logo=x&logoColor=white)](https://x.com/nanobrowser_ai)
[![Discord](https://img.shields.io/badge/Di"
itsjwill/GSD-2.0-Get-Shit-Done-Cost-saver-,GSD-2.0-Get-Shit-Done-Cost-saver-,"GSD 2.0 (Get Shit Done) - A powerful meta-prompting and context engineering system for Claude Code. Original by TÂCHES, enhanced with multi-model intelligence, adaptive context loading, and rollback/recovery.",[],54,"Professional, Scientific, Technical Services",0.7460514903068542,"<div align=""center"">

# GSD 2.0 (GET SHIT DONE)

**A light-weight and powerful meta-prompting, context engineering and spec-driven development system for Claude Code.**

**Original by TÂCHES | 2.0 Enhancements by Claude Opus 4.5**

[![License](https://img.shields.io/badge/license-MIT-blue?style=for-the-badge)](LICENSE)
[![Version](https://img.shields.io/badge/version-2.0.0-green?style=for-the-badge)](CHANGELOG.md)

<br>

```bash
npx get-shit-done-cc
```

**Works on Mac, Windows, and Linux.**

<b"
XXDnobody/babyFeedingReminder,babyFeedingReminder,,[],62,Health Care and Social Assistance,0.7460234761238098,"# 宝宝喂养提醒 (Baby Feeding Reminder)

一款基于国家卫健委官方指南的婴幼儿喂养与睡眠管理iOS应用，帮助新手父母科学育儿。

## 功能特性

### 1. 用户认证
- **多种登录方式**：
  - Apple ID登录（Sign in with Apple）
  - 微信登录
  - 手机号密码登录
  - 手机号注册（含短信验证码）
- **密码管理**：支持手机号重置密码
- **Token机制**：JWT令牌认证，支持Token刷新
- **安全协议**：强制用户同意服务协议和隐私政策

### 2. 宝宝信息管理
- **多宝宝档案**：支持创建和管理多个宝宝信息
- **宝宝切换**：快速在不同宝宝之间切换
- **基础信息**：昵称、出生日期、性别、出生胎龄
- **生长指标**：身高、体重、头围
- **自动计算**：实时计算宝宝月龄

### 3. 喂养场景
- **多种喂养方式**：支持母乳、奶粉喂养
- **母乳来源**：亲喂、冷藏母乳、冷冻母乳
- **奶源持久化**：自动记住上次选择的下一顿奶源类型
- **记录管理**：支持添"
phuongngk2708/duesight-landing-page,duesight-landing-page,,[],52,Finance and Insurance,0.7459287047386169,"# DueSight Landing Page

A modern landing page for DueSight - helping you understand what you're signing.

## Features

- Email waitlist collection via ConvertKit
- Responsive design with Tailwind CSS
- Built with React + TypeScript + Vite

## Run Locally

**Prerequisites:** Node.js (v16 or higher)

1. Install dependencies:
   ```bash
   npm install
   ```

2. Run the development server:
   ```bash
   npm run dev
   ```

3. Open [http://localhost:3000](http://localhost:3000) in your browser

## "
trendi-service/trendi,trendi,,[],31-33,Manufacturing,0.7458522915840149,"# Turborepo starter

This Turborepo starter is maintained by the Turborepo core team.

## Using this example

Run the following command:

```sh
npx create-turbo@latest
```

## What's inside?

This Turborepo includes the following packages/apps:

### Apps and Packages

- `docs`: a [Next.js](https://nextjs.org/) app
- `web`: another [Next.js](https://nextjs.org/) app
- `@repo/ui`: a stub React component library shared by both `web` and `docs` applications
- `@repo/eslint-config`: `eslint` configur"
kcalvelli/axios-dav,axios-dav,Declarative CalDAV/CardDAV sync for NixOS with MCP integration,[],56,Administrative and Support Services,0.745822548866272,"# axios-dav

Declarative CalDAV/CardDAV synchronization for NixOS with MCP integration.

## Features

- **Declarative Configuration** - No manual config files; everything in Nix
- **Google Calendar & Contacts** - First-class OAuth support
- **CalDAV/CardDAV** - Works with any standard provider (Fastmail, Nextcloud, etc.)
- **HTTP/ICS Subscriptions** - Read-only calendar feeds (holidays, sports, etc.)
- **MCP Server** - AI agents can read/create calendar events and search contacts
- **Standalone "
Venugopal1999/inventary_management,inventary_management,"Designed an Amazon-style inventory management UI using React, Vite, Tailwind CSS, and defined a full-stack architecture using Laravel and PostgreSQL, covering 10+ modules (catalog, warehouses, purchasing, sales, transfers, counts, reports) with a deploy-ready blueprint and 10-week roadmap enabling low-cost SaaS rollout for small businesses.",[],42,Wholesale Trade,0.7457455396652222,
dataideaorg/cepa-frontend,cepa-frontend,Frontend code for CEPA (Centre for Policy Analysis) website,[],81,Other Services,0.7456993460655212,"# CEPA Frontend

## About

The CEPA (Centre for Policy Analysis) frontend is a modern web application that serves as the public-facing website for CEPA, a leading think tank in Uganda. The organization focuses on parliamentary democracy, governance, transparency, accountability, and human rights through evidence-based research and policy advocacy.

## Features

- **Home Page**: Dynamic hero slides, mission statement, and focus area highlights
- **About**: Organization information, team members, "
LaGavroche/Django,Django,class project python and django,[],51,Information,0.7456679344177246,"# Bibliothèque Municipale - Système de Gestion

Application Django complète pour la gestion d'une bibliothèque municipale.

## Fonctionnalités

- **Gestion des livres** : Catalogue complet avec recherche, filtres et pagination
- **Gestion des auteurs** : Fiches auteurs avec bibliographie
- **Gestion des emprunts** : Création, suivi et retour des emprunts
- **Gestion des retards** : Calcul automatique des pénalités
- **Tableau de bord** : Statistiques et indicateurs de performance
- **Export CSV*"
Shopify/maintenance_tasks,maintenance_tasks,A Rails engine for queueing and managing data migrations.,"[""rails"", ""ruby"", ""backfill"", ""data"", ""migration""]",56,Administrative and Support Services,0.7454220056533813,"# Maintenance Tasks

A Rails engine for queuing and managing maintenance tasks.

By ”maintenance task”, this project means a data migration, i.e. code that
changes data in the database, often to support schema migrations. For example,
in order to introduce a new `NOT NULL` column, it has to be added as nullable
first, backfilled with values, before finally being changed to `NOT NULL`. This
engine helps with the second part of this process, backfilling.

Maintenance tasks are collection-based tas"
Cameleon-Agence-Web/ageni-storytelling-app,ageni-storytelling-app,Storytelling application for ageni selling project,[],44-45,Retail Trade,0.7453903555870056,
cjnemes/sympathetic-resonance,sympathetic-resonance,A text adventure game featuring science-based magic in a unique low fantasy world,[],71,"Arts, Entertainment, and Recreation",0.7452197670936584,"# Sympathetic Resonance

A text adventure game featuring science-based magic in a unique low fantasy world.

## Overview

Experience a world where magic operates according to scientific principles, where crystal-amplified neural energy creates measurable electromagnetic effects. Navigate complex faction politics, manage finite magical resources, and uncover the mysteries of Sympathetic Resonance in this rich, choice-driven narrative adventure.

## Key Features

- **Science-Based Magic System**: "
rcvbfyfxrm-stack/Littoralicious.com,Littoralicious.com,Thesaurus from the sea for yacht chef and food nerd. ,[],72,Accommodation and Food Services,0.7450512051582336,"# LITTORALICIOUS

**Sailing Around the Plate. Literally Delicious.**

A digital publication for professional yacht chefs and culinary obsessives who value substance over spectacle.

---

## What This Is

Littoralicious combines:
- Maritime gastronomy expertise from the Chef vault
- Rigorous food science (Maillard, fermentation, emulsification)
- Zero bullshit editorial voice
- Interface designed for working professionals

The name fuses ""littoral"" (relating to the shore/sea) with ""literally deli"
Logan-Myn/pawstudio_nextjs,pawstudio_nextjs,"PawStudio - AI-powered pet photo studio built with Next.js 15, Better-Auth, and Google Gemini",[],54,"Professional, Scientific, Technical Services",0.744985044002533,"This is a [Next.js](https://nextjs.org) project bootstrapped with [`create-next-app`](https://nextjs.org/docs/app/api-reference/cli/create-next-app).

## Getting Started

First, run the development server:

```bash
npm run dev
# or
yarn dev
# or
pnpm dev
# or
bun dev
```

Open [http://localhost:3000](http://localhost:3000) with your browser to see the result.

You can start editing the page by modifying `app/page.tsx`. The page auto-updates as you edit the file.

This project uses [`next/font`]("
zapdesign/suport-request,suport-request,,[],48-49,Transportation and Warehousing,0.7449325323104858,"# Suport - Sistema de Gestão de Tickets e Demandas

Sistema completo de gerenciamento de tickets de suporte e demandas de desenvolvimento, construído com Next.js 16, Supabase e Electron.

## Sobre o Projeto

Este projeto foi desenvolvido como uma aplicação interna para gerenciar solicitações de suporte e demandas de desenvolvimento. Foi construído com auxílio de IA (vibe coding) para acelerar o processo de desenvolvimento, permitindo foco nas funcionalidades de negócio e experiência do usuário.
"
jdlambert0/TruthCheck-MCP,TruthCheck-MCP,Quality agents that don't lie,[],54,"Professional, Scientific, Technical Services",0.7449199557304382,"# TruthCheck MCP - Community Edition

**Production-ready AI quality agents for Claude Code**

[![Quality](https://img.shields.io/badge/quality-10.0%2F10-brightgreen)](test_results_phase2.json)
[![Tests](https://img.shields.io/badge/tests-20%2F20%20passing-brightgreen)](test_results_phase2.json)
[![License](https://img.shields.io/badge/license-MIT-blue.svg)](LICENSE)

---

## What is TruthCheck?

TruthCheck MCP Servers provide **production-ready quality agents** that use **real testing, actual sc"
kelveloper/comfort-comm-chatbot,comfort-comm-chatbot,,[],56,Administrative and Support Services,0.7448942065238953,"# Steven-Bot - AI Chatbot Plugin

## Overview

This is a custom WordPress plugin designed for Comfort Communication Inc. It provides an AI-powered chatbot with semantic search to handle customer inquiries and improve engagement directly on the website.

## Tech Stack

- **Platform**: WordPress (PHP 7.4+)
- **Frontend**: JavaScript / CSS (Custom Chat Interface)
- **AI Engine**: Multi-provider support (OpenAI, Gemini, Anthropic, Azure, Mistral)
- **Database**: Supabase (PostgreSQL with pgvector fo"
MISo-Camp/make-it-so-camp,make-it-so-camp,Become a Captain of AI - A two-week intensive for knowledge workers,[],61,Educational Services,0.7447487711906433,
8Dvibes/spatial-scout-nz,spatial-scout-nz,,[],23,Construction,0.7446308135986328,"# Spatial Scout NZ

**AI-Powered Geospatial Property Research for Civil Engineering**

Spatial Scout NZ is an intelligent agent-based system for automating property development assessment workflows in New Zealand. The system integrates with ArcGIS REST APIs, council GIS systems, and various spatial data sources to accelerate feasibility studies and proposal generation for civil engineering projects.

## Project Overview

This project addresses the challenge of efficiently gathering and analyzing"
ktakahashi74/conchordal,conchordal,A bio-acoustic instrument for generative composition.,"[""cognitive-modeling"", ""music"", ""signal-processing"", ""sound-synthesis"", ""generative-art"", ""generative-music""]",51,Information,0.7446290850639343,"# Conchordal

**A bio-acoustic instrument for generative composition.**

> **Note: Research Alpha** — An early preview for researchers and developers. Features are incomplete and may be unstable. Composers and creators: please wait for beta.

![Conchordal Interface](assets/screenshot1.png)

## Concept: Emergence over Composition

Conchordal is a computational ecosystem where sound is treated as a living organism.

It does not rely on fixed grids—no equal temperament, no metronomic time. Instead,"
iotashan/homebrew-claudia,homebrew-claudia,Homebrew tap for Claudia MCP server,[],31-33,Manufacturing,0.7445570826530457,"# Homebrew Claudia

Homebrew tap for [Claudia](https://github.com/getAsterisk/claudia), an MCP (Model Context Protocol) server management GUI application.

## About This Formula

This is a **hybrid approach**: while Claudia is a GUI application (which would typically be distributed as a Homebrew Cask), we're using a Formula to build it from source because:

1. Claudia doesn't publish pre-built releases yet
2. Building from source ensures you get the latest version
3. Once Claudia publishes relea"
juhapellotsalo/beyond-the-rings,beyond-the-rings,,[],71,"Arts, Entertainment, and Recreation",0.7440176010131836,"# Beyond the Rings

A fully playable Asteroids-style space combat game prototype. Six waves plus a boss fight.

Built in **Unity 6.2** with C#, heavily inspired by **Nova Drift**. Made in 3 weeks with minimal game dev experience. 
Made possible by working with Claude Code, Sonnet, Opus, and some GPT-5.

## Play

Clone and open in Unity 6.

### Gameplay Video

[![Gameplay Footage](https://img.youtube.com/vi/TWN_4jiIF-0/maxresdefault.jpg)](https://www.youtube.com/watch?v=TWN_4jiIF-0)

### Controls"
nine-one-six-systems/gsd-autopilot,gsd-autopilot,GSD with autopilot mode for continuous milestone execution,[],54,"Professional, Scientific, Technical Services",0.7440151572227478,"<div align=""center"">

# GET SHIT DONE

**A light-weight and powerful meta-prompting, context engineering and spec-driven development system for Claude Code by TÂCHES.**

**Solves context rot — the quality degradation that happens as Claude fills its context window.**

[![npm version](https://img.shields.io/npm/v/get-shit-done-cc?style=for-the-badge&logo=npm&logoColor=white&color=CB3837)](https://www.npmjs.com/package/get-shit-done-cc)
[![npm downloads](https://img.shields.io/npm/dm/get-shit-done"
ben-saito/SurvivalIland,SurvivalIland,,[],71,"Arts, Entertainment, and Recreation",0.7439367175102234,"# 🏝️ Survival Island Battle - サバイバル島バトル

[![GitHub Repository](https://img.shields.io/badge/GitHub-ben--saito%2FSurvivalIland-blue?style=flat&logo=github)](https://github.com/ben-saito/SurvivalIland)
[![Node.js](https://img.shields.io/badge/Node.js-18%2B-green?style=flat&logo=node.js)](https://nodejs.org/)
[![Socket.io](https://img.shields.io/badge/Socket.io-4.7%2B-black?style=flat&logo=socket.io)](https://socket.io/)

10-30人の視聴者がモバイル端末で10秒ごとにリアルタイム投票を行い、縮小する島でかわいい動物キャラクターをコントロールするストリーミング向けバトルロワ"
engineers-hub-ltd-in-house-project/uai,uai,,[],54,"Professional, Scientific, Technical Services",0.7437715530395508,"# UAI - Unified AI Interface

<div align=""center"">

![UAI Logo](https://img.shields.io/badge/UAI-Unified_AI_Interface-blue?style=for-the-badge)

**🚀 複数のAIツールを統一的に使用できる次世代CLIツール**

[![License: MIT](https://img.shields.io/badge/License-MIT-yellow.svg)](https://opensource.org/licenses/MIT)
[![Node.js Version](https://img.shields.io/badge/node-%3E%3D18.0.0-brightgreen)](https://nodejs.org)
[![TypeScript](https://img.shields.io/badge/TypeScript-5.0%2B-blue)](https://www.typescriptlang.org/)
[![PRs We"
